fen,score_cp
"3r4/2N3k1/8/5r1p/p1p2R2/PbK1P2P/1P6/8 w - - 0 54",74
"3r4/2R2pk1/1p3qp1/pP5p/8/P3QPP1/5PKP/8 w - - 0 29",173
"3r4/2rn1pkp/1p2p3/p3P1p1/2B2P2/4P3/PP2K2P/2R3R1 w - - 4 34",168
"3r4/3P4/5pk1/6p1/6P1/4P3/R1K5/8 w - - 1 58",23
"3r4/3nq1k1/2p1b1pp/p1P1P3/Pp1p1P2/1P1N1P2/2Q4P/2R2BK1 b - - 0 35",116
"3r4/3nq1k1/2p1b1pp/p1P1Pp2/Pp1p4/1P1N1PP1/2Q4P/2R2BK1 b - - 0 34",102
"3r4/3nq1k1/2p3pp/p1P1Pb2/PpQp1P2/1P1N1P2/7P/2R2BK1 b - - 2 36",104
"3r4/3nqpk1/2p1b1pp/p1P5/Pp1pP3/1P1N1PP1/2Q4P/2R2BK1 b - - 5 33",100
"3r4/4kp1p/p5p1/1pb1P3/4RPP1/2B5/PP2K2P/8 w - - 3 30",137
"3r4/4q1k1/2Q1n1pp/p1P1P3/Pp1p1P2/1P1B1P2/7P/2R3K1 b - - 0 39",157
"3r4/4q1k1/2Q1n1pp/p1P1Pb2/Pp1p1P2/1P1N1P2/7P/2R2BK1 b - - 0 38",94
"3r4/4q1k1/5Qpp/p1P1P3/Pp1p1n2/1P1B1P2/7P/2R3K1 b - - 1 40",79
"3r4/4qpk1/2p1bnpp/p1P5/Pp1pPN2/1P3PP1/2Q4P/2R2BK1 b - - 3 32",89
"3r4/4r1kp/1p4p1/1Bp5/p2qPP2/PbQ2K2/1P5P/2R1R3 b - - 2 40",53
"3r4/5bR1/1p2k2p/2Pn2p1/2BBK1P1/7P/8/8 w - - 3 42",419
"3r4/5k1p/2b4P/1p6/2p2p2/5P2/1P1NK3/2R5 b - - 3 43",302
"3r4/5k1p/2b4P/1p6/2p2p2/5P2/1P1NK3/R7 w - - 2 43",521
"3r4/5k2/8/p1R3p1/3P2P1/5P2/P4Kp1/8 w - - 2 51",329
"3r4/5p1k/1pR3p1/pP3q1p/8/P1Q2PP1/5PKP/8 w - - 4 31",240
"3r4/5p1k/p3p2p/Pp6/1P1B1P2/8/3nK3/6R1 w - - 8 46",57
"3r4/5p1k/p3pB1p/Pp6/1P3P2/8/3nK3/6R1 b - - 9 46",71
"3r4/5p2/4p1p1/pk1pP2p/3K1P2/1PP3P1/7P/R7 b - - 8 45",1
"3r4/5p2/4p1p1/pk1pP2p/3K1P2/1PP3P1/R6P/8 w - - 7 45",15
"3r4/5pk1/1pR3p1/pP3q1p/8/P3QPP1/5PKP/8 w - - 2 30",205
"3r4/5pk1/P4qp1/3B4/1p6/2b2Q2/P7/1K1R4 b - - 2 49",77
"3r4/5pk1/P4qp1/3B4/1p6/2bQ4/P7/1K1R4 w - - 1 49",110
"3r4/5pk1/P5p1/3B2q1/1p6/2bQ4/P7/1K1R4 b - - 0 48",132
"3r4/5pk1/P5p1/3B4/1p6/2b2q2/P7/1K1R4 w - - 0 50",8
"3r4/5pk1/P5p1/8/1p6/2b2B2/P7/1K1R4 b - - 0 50",22
"3r4/6k1/1p1b1pp1/2pPp2p/2N4P/1P2Q1P1/1R3PK1/1q6 b - - 3 37",9
"3r4/6k1/1p1b1pp1/2pPp2p/2N4P/1P2Q1P1/1R3PK1/1q6 b - - 7 39",8
"3r4/6k1/1p1b1pp1/2pPp2p/2N4P/1P2Q1P1/1R3PK1/3q4 w - - 4 38",71
"3r4/6k1/1p1b1pp1/2pPp2p/2N4P/1P2Q1P1/1R3PK1/3q4 w - - 8 40",71
"3r4/6k1/1p1b1pp1/2pPp2p/2N4P/1P2Q1P1/3R1PK1/1q6 w - - 2 37",44
"3r4/6k1/1p1b1pp1/2pPp2p/2N4P/1P2Q1P1/3R1PK1/1q6 w - - 6 39",44
"3r4/6k1/1p1b1pp1/2pPp2p/2N4P/1P2Q1P1/3R1PK1/3q4 b - - 5 38",2
"3r4/6k1/1p1b1pp1/2pPp2p/2N4P/1P2Q1P1/3R1PK1/3q4 b - - 9 40",2
"3r4/6k1/1p1b1pp1/2pPpq1p/2N4P/1P2Q1P1/3R1P2/6K1 w - - 0 36",27
"3r4/6k1/1p1b1pp1/2pPpq1p/2N4P/1P2Q1P1/3R1PK1/8 b - - 1 36",4
"3r4/6k1/5Ppp/p1P5/Pp1p1n2/1P1B1P2/7P/2R3K1 b - - 0 41",78
"3r4/8/1k6/3p1R2/1p1P2KP/6P1/1P1R4/2r5 w - - 9 57",395
"3r4/8/3B3R/8/3K4/8/4k3/8 b - - 38 95",0
"3r4/8/3B4/8/3K4/7R/4k3/8 w - - 37 95",5
"3r4/8/5kpp/pBP5/Pp1p1n2/1P3P2/7P/2R3K1 b - - 1 42",77
"3r4/8/6pp/pBP1k3/Pp1p1n2/1P3P2/5K1P/2R5 b - - 3 43",25
"3r4/8/6pp/pBP1k3/Pp1p1n2/1P3P2/7P/2R3K1 w - - 2 43",463
"3r4/8/7p/pBP1k1p1/Pp1p1n2/1P3P2/5K1P/2R5 w - - 0 44",17
"3r4/8/8/1k1p1R1P/1p1P2K1/6P1/1P1R4/2r5 w - - 1 58",314
"3r4/8/8/1k1p1R1P/1p1P4/5KP1/1P1R4/5r2 w - - 3 59",293
"3r4/8/8/1k1p1R1P/1p1P4/5KP1/1P3R2/3r4 w - - 5 60",275
"3r4/8/8/3K4/3B4/R7/4k3/8 w - - 53 103",1
"3r4/8/B6p/p1P1k1p1/Pp1p1n2/1P3P2/5K1P/2R5 b - - 1 44",23
"3r4/8/p1Q3pk/2p3qp/8/7P/6P1/1R5K b - - 26 56",140
"3r4/P7/4p3/4bpkp/1R6/5KP1/1p3B2/8 b - - 37 75",88
"3r4/P7/4p3/4bpkp/1R6/6P1/1p2KB2/8 w - - 36 75",359
"3r4/PR6/4pk2/4bp1p/8/5KP1/1p3B2/8 b - - 39 76",98
"3r4/R2P1k2/5p2/6p1/6P1/4P3/2K5/8 w - - 3 59",73
"3r4/R2P4/4kp2/6p1/6P1/3KP3/8/8 w - - 5 60",30
"3r4/R2rk3/4ppp1/3n4/3p1PP1/P2P1NK1/4P3/1R6 w - - 1 33",266
"3r4/R3KP2/1r3p2/1P2ppk1/7q/1Q1P4/3N1N2/1b6 w - - 0 1",438
"3r4/RR1rk3/4ppp1/8/3p1PP1/P1nP1NK1/4P3/8 w - - 3 34",295
"3r4/p1k2p2/2p1p1p1/R4b1p/N6P/2K2B2/nPP2PP1/8 w - - 0 22",30
"3r4/p1k2p2/2p1p1p1/R4b1p/Nn5P/2K2B2/PPP2PP1/8 b - - 2 21",41
"3r4/p1k2p2/2p1p1p1/R4b1p/Nn5P/5B2/PPPK1PP1/8 w - - 1 21",12
"3r4/p1k2pp1/B1p3b1/P1P1p1P1/4p3/2K5/2P2P2/1R6 b - - 0 31",56
"3r4/p1k2pp1/B1p3b1/P1P1p1P1/4p3/2K5/2P2P2/1r4R1 w - - 0 31",24
"3r4/p1nrk3/4ppp1/R7/3p1PP1/P2P1NK1/4P3/1R6 w - - 7 32",286
"3r4/p1qb1pkp/2p1p1p1/2PpN3/3P4/2P3P1/P4P1P/1rQ1R1K1 w - - 0 29",68
"3r4/p2q1k1p/1p1b1pp1/2pPp3/P1N5/1P1Q2P1/5P1P/3R2K1 b - - 0 30",80
"3r4/p2q1k2/1p1b1pp1/2pPp2p/P1N4P/1P1Q2P1/5P2/3R2K1 b - - 0 31",103
"3r4/p2qk2p/1p1b1pp1/2pPp3/2N5/1P1Q2P1/P4P1P/3R2K1 b - - 0 29",72
"3r4/p2rk1n1/4ppp1/2R5/3p1PP1/P2P1N2/4P1K1/1R6 w - - 3 30",218
"3r4/p3kpp1/1p2b2p/7P/2PRB3/1P3PP1/P2K4/8 w - - 3 29",217
"3r4/p3nk2/1p1r1bp1/3p3p/1N3P2/5KPP/PP1R4/3R2B1 w - - 1 31",45
"3r4/p3nk2/1p1r1bp1/7p/1N1p1PP1/5K1P/PP1R4/3R2B1 w - - 0 32",64
"3r4/p4k2/1p1b1pp1/2pPp2p/P1N3qP/1P2Q1P1/3R1P2/6K1 b - - 4 33",45
"3r4/p4k2/1p1b1pp1/2pPpq1p/P1N4P/1P2Q1P1/5P2/3R2K1 b - - 2 32",37
"3r4/p4kp1/Pp1b2n1/2p4Q/4q3/2P2NP1/1P3PK1/2BR4 w - - 2 32",433
"3r4/p4kpQ/Pp1b2n1/2p5/q7/2P2NP1/1P3PK1/2BR4 w - - 0 31",394
"3r4/p5k1/1P1b1pp1/2pPpq1p/2N4P/1P2Q1P1/3R1P2/6K1 b - - 0 35",440
"3r4/p5k1/1p1b1pp1/P1pPp2p/2N3qP/1P2Q1P1/3R1P2/6K1 b - - 0 34",2
"3r4/p5k1/1p1b1pp1/P1pPpq1p/2N4P/1P2Q1P1/3R1P2/6K1 w - - 1 35",10
"3r4/pp1k1pp1/2b1p3/5P2/7Q/1P1B4/1PP3qP/1K5R w - - 4 27",188
"3r4/pp1k2p1/2b1p3/8/7Q/1P1B4/1PP3qP/1K5R w - - 0 28",139
"3r4/pp1k2p1/4p3/3b4/2P4Q/1P1B1q2/1P5P/1K1R4 w - - 1 30",485
"3r4/pp1k2p1/4p3/3b4/7Q/1P1B4/1PP3qP/1K1R4 w - - 2 29",88
"3r4/pp2kppp/2p5/N1n2b2/5P2/4P1P1/PP1R2BP/6K1 w - - 1 23",12
"3r4/pp3kbp/2p1r1n1/8/P1P2B2/1PN2pP1/2K4P/3R1R2 b - - 0 24",112
"3r4/r4kpp/1R3p2/p1Np1b2/3P4/4R1P1/P2K1P1P/8 w - - 0 30",104
"3r4/r4kpp/p4p2/2Np1b2/3P4/1R2R1P1/P2K1P1P/8 w - - 4 29",113
"3r4/r5p1/1R3pk1/p1Np1b1p/3P3P/R4PP1/P2K4/8 b - - 0 32",3
"3r4/r5p1/1R3pk1/p1Np1b1p/3P4/R4PP1/P2K3P/8 w - - 0 32",99
"3r4/r5pp/1R3pk1/p1Np1b2/3P4/R5P1/P2K1P1P/8 w - - 2 31",75
"3rb1k1/Br2b2p/2p2pp1/4q3/4N3/1P3P2/P1R3PP/R3Q1K1 w - - 1 24",159
"3rb1k1/R6R/8/7P/p2K4/8/5P2/8 w - - 3 61",408
"3rb1k1/R6R/8/7P/p2K4/8/5P2/8 w - - 3 61",408
"3rb1k1/R6R/8/7P/p2K4/8/5P2/8 w - - 3 61",408
"3rb1k1/R6R/8/7P/p2K4/8/5P2/8 w - - 3 61",408
"3rb1k1/R6R/8/7P/p2K4/8/5P2/8 w - - 3 61",408
"3rb1k1/R6R/8/7P/p2K4/8/5P2/8 w - - 3 61",408
"3rb1k1/R6R/8/7P/p2K4/8/5P2/8 w - - 3 61",408
"3rb1k1/R6R/8/7P/p2K4/8/5P2/8 w - - 3 61",408
"3rb1k1/pp2bppp/2n1pn2/8/2N5/1P2PN2/PB2BPPP/3R2K1 w - - 1 16",14
"3rk1r1/1R1p3p/2pQp3/p1Bn1p2/7q/6P1/P4P1P/3R2K1 b - - 7 26",8
"3rk1r1/1R1p3p/2pQpq2/p1Bn1p2/8/6P1/P4P1P/3R2K1 w - - 8 27",5
"3rk1r1/1R1p3p/2pQpq2/p1Bn1p2/8/6P1/P4P1P/4R1K1 b - - 9 27",110
"3rk1r1/1R1pQ2p/2p1p3/p1Bn1p2/8/6P1/P4P1P/4R1K1 b - - 0 28",123
"3rk1r1/1R1pn2p/2p1p3/p1B2p2/8/6P1/P4P1P/4R1K1 w - - 0 29",0
"3rk1r1/1R2n2p/2p1p3/p1B2p2/8/6P1/P4P1P/6K1 w - - 0 30",105
"3rk1r1/3p3p/2pQp3/p1Bn1p2/7q/6P1/P4P1P/1R1R2K1 w - - 6 26",57
"3rk1r1/4R2p/2p1p3/p1B2p2/8/6P1/P4P1P/6K1 b - - 0 30",1
"3rk1r1/4R3/2p1p3/p1B2p2/8/6P1/P4P1P/6K1 b - - 2 32",0
"3rk1r1/4R3/2p1p3/p1B2p2/8/6P1/P4P1P/6K1 b - - 6 34",0
"3rk1r1/7R/2p1p3/p1B2p2/8/6P1/P4P1P/6K1 w - - 1 32",0
"3rk1r1/7R/2p1p3/p1B2p2/8/6P1/P4P1P/6K1 w - - 5 34",0
"3rk1rb/1q3p2/4p2p/4P2P/1Bp2Q2/P3n3/2P2RP1/4R1K1 w - - 0 33",140
"3rk1rb/1q3p2/4p2p/4Pn1P/1Bp2QN1/P7/2P2RP1/4R1K1 w - - 5 32",267
"3rk2b/1q3p2/4p2p/4P1rP/1Bp5/P3Q3/2P2RP1/4R1K1 w - - 1 34",171
"3rk2b/1q6/3Bp2p/4PprP/2p5/P3Q3/2P2RP1/4R1K1 w - f6 0 35",112
"3rk2r/1R1n1ppp/p3bn2/8/3Q2P1/q1N1P2P/P1P1N1B1/4K2R b Kk - 2 16",8
"3rk2r/1R1n1ppp/p3bn2/8/6P1/q1N1P2P/P1P1N1B1/3QK2R w Kk - 1 16",74
"3rk2r/1bq2pp1/p3p3/3n4/P2QB2p/1pP2P2/1P1P2PP/R1B2RK1 w k - 5 22",239
"3rk2r/1p1bbppp/pN2p3/2p5/1n2PB2/5BP1/PP3P1P/R2R2K1 w k - 4 16",58
"3rk2r/1pB1bppp/pNb1p3/2p5/1n2P3/5BP1/PP3P1P/R2R2K1 w k - 6 17",20
"3rk2r/1pq1bpp1/p1p1bn2/4p1Bp/4P2Q/2N5/PPP1BPPP/3R1R1K b k - 7 14",16
"3rk2r/1pq1bpp1/p1p1bn2/4p1Bp/4P2Q/2N5/PPP1BPPP/3R1RK1 w k - 6 14",51
"3rk2r/2pqbppp/p3b3/np1pP1B1/8/1BP2N2/PP1Q1PPP/R4RK1 w k - 3 14",63
"3rk2r/3qbppp/p1n1b3/1pppP1B1/8/2P2N2/PPBQ1PPP/4RRK1 w k - 2 16",57
"3rk2r/3qbppp/p3b3/npppP1B1/8/1BP2N2/PP1Q1PPP/4RRK1 w k - 0 15",51
"3rk2r/4bppp/2p1b3/p3p1P1/P3p1P1/4B2R/1PP1BP2/2KR4 w k - 1 19",18
"3rk2r/4qpp1/p1n1b2p/1pppP3/8/P1P2N2/1PBQ1PPP/4RRK1 w k - 0 18",25
"3rk2r/4qppp/p1n1b3/1pppP3/8/2P2N2/PPBQ1PPP/4RRK1 w k - 0 17",95
"3rk2r/bppq1pp1/p1npbn1p/4p3/1P2P3/P1PP1N1P/2BNQPP1/R1B1K2R b KQk - 2 12",63
"3rk2r/p1qn1ppp/1p1b4/1Qp1p3/4P3/5NPB/PP3P1P/3R1RK1 w k - 4 19",76
"3rk2r/p2nbppp/qpn5/3pPp2/N2P4/PQP1BN2/6PP/R4RK1 w k - 1 17",33
"3rk2r/p2nbppp/qpn5/3pPpN1/N2P4/PQP1B3/6PP/R4RK1 b k - 2 17",20
"3rk2r/ppq2ppp/2n1b3/2bpP3/4nB2/2N2B2/PP2NPPP/R2Q1RK1 w k - 2 15",13
"3rk2r/ppq2ppp/2n1b3/2bpP3/Q3nB2/2N2B2/PP2NPPP/R4RK1 b k - 3 15",48
"3rk2r/ppq2ppp/2n1b3/2bpP3/Q4B2/2N2B2/PP3PPP/R4RK1 b k - 0 16",39
"3rk2r/ppq2ppp/2n5/2bpPb2/4nB2/2N2B2/PP2NPPP/R2Q1RK1 b k - 1 14",50
"3rk3/1b2qpQ1/p3p3/3n3r/P2PB2p/1pP2P2/1P4PP/R1B2RK1 w - - 1 24",317
"3rk3/1b2qpQ1/pn2p3/7r/P1PPB2p/1p3P2/1P4PP/R1B2RK1 w - - 1 25",366
"3rk3/1bq2pQ1/p3p3/3n3r/P3B2p/1pP2P2/1P1P2PP/R1B2RK1 w - - 1 23",290
"3rk3/1p2b1p1/p1n1p3/2r1p2p/P6P/2N1PP2/1P2K1P1/2RRB3 w - - 5 29",41
"3rk3/1p2b1p1/p1n1p3/2r1p2p/P6P/2N1PP2/1P2K1P1/2RRB3 w - - 9 31",41
"3rk3/1p2b1p1/p1n1p3/3rp2p/P3N2P/4PP2/1P2K1P1/2RRB3 w - - 3 28",96
"3rk3/1p2b1p1/p1n1p3/3rp2p/P3N2P/4PP2/1P2K1P1/2RRB3 w - - 7 30",85
"3rk3/1q3pQ1/pn2p3/7r/P1PP3p/1p3P2/1P4PP/R1B2RK1 w - - 0 26",620
"3rkb1r/pp2pppp/2n1b3/q1Pp4/3Pn3/2N2B2/PP1B1PPP/R2QK1NR b KQk - 2 10",119
"3rkb1r/pp2pppp/2n1bn2/q1Pp2B1/3P4/2N2B2/PP3PPP/R2QK1NR b KQk - 0 9",32
"3rkb1r/pp3ppp/4pn2/nN1pNb2/8/6P1/PP1PPPBP/R1B2RK1 w k - 2 12",147
"3rkb1r/ppq1pppp/2n1b3/2Pp4/3Pn3/2N2B2/PP1B1PPP/R2QK1NR w KQk - 3 11",4
"3rkb1r/ppq1pppp/2n1b3/2Pp4/3Pn3/2N2B2/PP1BNPPP/R2QK2R b KQk - 4 11",43
"3rkb1r/ppq1pppp/2n5/2Pp1b2/3Pn3/2N2B2/PP1BNPPP/R2QK2R w KQk - 5 12",62
"3rkb1r/ppq1pppp/2n5/2Pp1b2/3PnB2/2N2B2/PP2NPPP/R2QK2R b KQk - 6 12",15
"3rkb1r/ppq2ppp/2n5/2PpPb2/4nB2/2N2B2/PP2NPPP/R2QK2R b KQk - 0 13",66
"3rkbr1/Q2b1p2/3ppp2/2pNqP2/4P3/PB4P1/1PP4P/1K1RR3 w - - 3 26",457
"3rkbr1/Q4p2/1Nbppp2/2p1qP2/4P3/PB4P1/1PP4P/1K1RR3 w - - 5 27",514
"3rkn1r/p3bppp/qpn5/3pPRN1/N2P4/PQP1B3/6PP/R5K1 b k - 0 18",11
"3rkn1r/p3bppp/qpn5/3pPpN1/N2P4/PQP1B3/6PP/R4RK1 w k - 3 18",48
"3rkn1r/p4ppp/qpn5/3pPRb1/N2P4/PQP1B3/6PP/R5K1 w k - 0 19",24
"3rkr2/8/4Q3/8/8/8/8/4K3 b - - 0 1",-100000
"3rn1k1/p2r4/1pb2p2/2p1pPp1/2P3P1/R3B2P/P1P1BK2/4R3 w - - 1 35",9
"3rn1k1/p2r4/1pb2p2/2p1pPp1/2P3P1/R6P/P1P1BK2/2B1R3 b - - 2 35",104
"3rn2k/p3RQp1/1pr2nBp/8/1P1B4/6P1/P4P1P/6K1 b - - 0 38",69
"3rn2k/p3RQp1/1pr2nBp/8/1P1p4/6P1/PB3P1P/6K1 w - - 5 38",593
"3rn2r/p3k3/1pn1ppp1/2p4p/2P2P2/P1BP1NP1/2R1P1KP/5R2 w - - 6 23",42
"3rn3/1p3p1k/p3p1pp/2q5/PP2P3/5NPP/5PK1/2R5 w - - 0 31",19
"3rn3/1p4k1/4pppp/1pR1P3/P7/5NPP/5PK1/8 w - - 0 34",99
"3rn3/1p4k1/p3pppp/2R1P3/PP6/5NPP/5PK1/8 w - - 1 33",58
"3rn3/1p5k/p3pppp/2R5/PP2P3/5NPP/5PK1/8 w - - 0 32",43
"3rn3/p2rk3/4ppp1/R7/3p1PP1/P2P1N2/4P1K1/1R6 w - - 5 31",234
"3rq1k1/1pp2pp1/p2prnnp/P3p3/1P2P3/2PPNN1P/2Q2PP1/3RR1K1 w - - 1 19",65
"3rq1k1/ppr1pp2/n1p1bnpb/N3N2p/3PP3/PP4PP/1BQ2PB1/R2R2K1 w - - 5 20",217
"3rqrk1/1p4bp/2ppb1p1/2n1np2/2P1PB2/pPN1NP2/P1Q1B1PP/3R1RK1 w - - 0 20",27
"3rqrk1/1p4bp/2ppb3/2n1np2/2P2B2/pPN1NP2/P1Q1B1PP/3R1RK1 w - - 0 21",38
"3rqrk1/1p4bp/2ppb3/2n1np2/2P2B2/pPN1NP2/P1Q1B1PP/3RR1K1 b - - 1 21",14
"3rqrk1/1p4bp/2ppbpp1/2n1n3/2P1PB2/p1N1NP2/PPQ1B1PP/3R1RK1 w - - 0 19",94
"3rqrk1/1p4bp/2ppbpp1/2n1n3/p1P1PB2/2N1NP2/PP1QB1PP/3R1RK1 w - - 2 18",12
"3rr1k1/1bp1qpb1/1p3npp/p1n1p3/P3P3/1NP1N1P1/1PQ2PBP/R1B1R1K1 w - - 5 17",27
"3rr1k1/1bp2pb1/1p1q1npp/p3p3/P3P3/1PP1N1P1/2Q2PBP/R1B1R1K1 w - - 1 19",1
"3rr1k1/1bp2pb1/1p1q1npp/p3p3/P3P3/1PP1N1P1/2Q2PBP/R1BR2K1 b - - 2 19",23
"3rr1k1/1bp2pb1/1p2qnpp/p3p3/P3P3/BPP1N1P1/2Q2PBP/R2R2K1 b - - 4 20",28
"3rr1k1/1bp2pb1/1p3npp/p1q1p3/P3P3/1PP1N1P1/2Q2PBP/R1B1R1K1 b - - 0 18",25
"3rr1k1/1bp2pb1/1p3npp/p1q1p3/P3P3/2P1N1P1/1PQ2PBP/R1B1R1K1 w - - 0 18",18
"3rr1k1/1bpnqpb1/1p3npp/p3p3/P3P3/1NP1N1P1/1PQ2PBP/R1B1R1K1 b - - 4 16",68
"3rr1k1/1p1n1ppp/p7/4P3/3p1P2/3Q2NP/Pq4P1/2RR2K1 w - - 1 22",135
"3rr1k1/1p2qppp/2p1b3/p3p3/P3Pn2/1P5P/2PN1PP1/Q2RRBK1 b - - 0 22",250
"3rr1k1/1p2qppp/2p1b3/p3p3/P3Pn2/1P5P/2Pb1PP1/QN1RRBK1 w - - 0 22",1
"3rr1k1/1p2qppp/2p1b3/p3p3/Pb2Pn2/1P5P/2PB1PP1/QN1RRBK1 b - - 8 21",233
"3rr1k1/1p3p1p/2p2q2/p3N1p1/P3P3/1P4Pb/2P2P2/Q2RR1K1 w - - 0 27",29
"3rr1k1/1p3ppp/2p1b3/p3p1q1/P3P3/1P4PB/2PN1P2/Q2RR1K1 b - - 0 24",129
"3rr1k1/1p3ppp/2p1b3/p3p1q1/P3Pn2/1P4PP/2PN1P2/Q2RRBK1 b - - 0 23",158
"3rr1k1/1p3ppp/2p2q2/p3N3/P3P3/1P4Pb/2P2P2/Q2RR1K1 b - - 0 26",225
"3rr1k1/1p3ppp/2p5/p3p1q1/P3P3/1P3NPb/2P2P2/Q2RR1K1 b - - 1 25",122
"3rr1k1/1p3ppp/p4n2/8/3pPP2/3Q2NP/Pq4P1/2RR2K1 w - - 0 21",44
"3rr1k1/1p3ppp/pq3n2/4n3/3pP3/3B2NP/PPQ2PP1/2RR2K1 w - - 1 19",8
"3rr1k1/1p3ppp/pq3n2/8/3pPP2/3Q2NP/PP4P1/2RR2K1 b - - 0 20",6
"3rr1k1/1p3ppp/pq3n2/8/3pPP2/3n2NP/PPQ3P1/2RR2K1 w - - 0 20",47
"3rr1k1/1p3ppp/pqn2n2/3p4/8/3BP1NP/PPQ2PP1/2RR2K1 b - - 6 17",3
"3rr1k1/1p3ppp/pqn2n2/3p4/8/3BP2P/PPQ1NPP1/2RR2K1 w - - 5 17",76
"3rr1k1/1p3ppp/pqn2n2/8/3p4/3BP1NP/PPQ2PP1/2RR2K1 w - - 0 18",3
"3rr1k1/1p3ppp/pqn2n2/8/3pP3/3B2NP/PPQ2PP1/2RR2K1 b - - 0 18",34
"3rr1k1/1pq2ppp/2p1b3/p3p3/Pb2Pn2/1PN4P/2PB1PP1/Q2RRBK1 b - - 6 20",87
"3rr1k1/1pqbbppp/p1pp1n2/4n3/P2NP3/2N1BP2/BPPQ2PP/3RR1K1 w - - 0 15",56
"3rr1k1/2q1b1p1/2n1p2p/1ppnP3/3p4/3P1NNP/1P1BQPP1/R3R1K1 w - - 1 23",43
"3rr1k1/2q1b1p1/2n1pn1p/1pp1p3/3pP3/2PP1NNP/1P1BQPP1/R3R1K1 w - - 0 21",34
"3rr1k1/2q1b1p1/2n1pn1p/1pp5/3pP3/3P1NNP/1P1BQPP1/R3R1K1 w - - 0 22",67
"3rr1k1/2q1b1p1/p1n1pn1p/1pp1p3/P2pP3/2PP1NNP/1P1BQPP1/R3R1K1 w - - 0 20",31
"3rr1k1/2q1b1p1/p1n1pn1p/1pppp3/P3P3/2PP1NNP/1P2QPP1/R1B1R1K1 w - - 0 19",3
"3rr1k1/2q1b1p1/p1nppn1p/1pp1p3/4P3/2PP1NNP/PP2QPP1/R1B1R1K1 w - - 0 18",37
"3rr1k1/2q1b1p1/p1nppn1p/1pp1p3/P3P3/2PP1NNP/1P2QPP1/R1B1R1K1 b - - 0 18",12
"3rr1k1/2q1bpp1/p1npbn1p/1pp1p3/4P3/1BPP1NNP/PP2QPP1/R1B1R1K1 w - - 2 17",8
"3rr1k1/2q1bppp/p1pp1n2/1p2nP2/P7/2N1BP2/BPP2QPP/3RR1K1 b - - 0 17",80
"3rr1k1/2q1bppp/p1pp1n2/1p2nb2/P3P3/2N1BP2/BPP2QPP/3RR1K1 w - - 0 17",15
"3rr1k1/2qbbppp/p1pp1n2/1p2nN2/P3P3/2N1BP2/BPP2QPP/3RR1K1 b - - 1 16",41
"3rr1k1/5pp1/1q1p1n1p/pp2pN2/1n1PP3/1Q4PP/PP3PB1/3RR1K1 w - - 3 28",82
"3rr1k1/5pp1/1qn2n1p/pp2pN2/4P3/PQ4PP/1P3PB1/3RR1K1 w - - 0 30",18
"3rr1k1/5pp1/1qnp1n1p/pp2pN2/3PP3/PQ4PP/1P3PB1/3RR1K1 w - - 1 29",59
"3rr1k1/5pp1/2pB3p/pp1P1b1n/1P2p2q/PQN1P2P/3N1PP1/R4RK1 b - - 0 22",280
"3rr1k1/6p1/7p/3nPp2/3R1B2/P4N1P/5PP1/6K1 b - - 0 33",48
"3rr1k1/6p1/7p/4Pp2/2R2B2/P1n2N1P/5PP1/6K1 b - - 2 34",105
"3rr1k1/bpq2pp1/3pbnnp/4P3/1P2P1P1/4NN1P/1BB1QP2/1K1RR3 b - - 0 23",128
"3rr1k1/p1q2p2/1ppp1bp1/4nb1p/2PB1N2/1P2P1PP/P2Q1PB1/2RR3K w - - 3 22",148
"3rr1k1/p1q2pbp/1ppp2p1/4nb2/2P2N2/1P2B1PP/P2QPPB1/2RR2K1 w - - 0 18",99
"3rr1k1/p2q1p2/1p1p1bp1/1Pp1nb1p/2PB1N2/4P1PP/P2Q1PB1/2RR3K w - - 0 24",177
"3rr1k1/p2q1p2/1ppp1bp1/4nb1p/1PPB1N2/4P1PP/P2Q1PB1/2RR3K w - - 1 23",147
"3rr1k1/p2q1pp1/1p3n2/4PN2/2pP4/P1Pn3p/1BQ1R1PP/5RK1 b - - 0 23",42
"3rr1k1/p2q1pp1/1p3n2/4nN2/2pPP3/P1P4p/1BQ1R1PP/5RK1 b - - 2 22",75
"3rr1k1/p2q1pp1/1p6/3nPN2/2pP4/P1Pn3p/2Q1R1PP/2B2RK1 b - - 2 24",62
"3rr1k1/p2q1pp1/1pn2n2/2pp1N2/3P3p/P1PQPP2/1B2R1PP/3R2K1 b - - 1 18",51
"3rr1k1/p2q1pp1/1pn2n2/2pp1N2/3PP3/P1PQ1P1p/1B2R1PP/3R2K1 b - - 0 19",24
"3rr1k1/p2q1pp1/1pn2n2/2pp3p/3P4/P1PQPPN1/1B2R1PP/3R2K1 b - - 6 17",78
"3rr1k1/p2q1pp1/1pn2n2/3p1N2/2pPP3/P1P2P1p/1BQ1R1PP/3R2K1 b - - 1 20",41
"3rr1k1/p2q1pp1/1pn2n2/5N2/2pPP3/P1P4p/1BQ1R1PP/3R2K1 b - - 0 21",94
"3rr1k1/p2q1pp1/1pn2n2/5N2/2pPp3/P1P2P1p/1BQ1R1PP/3R2K1 w - - 0 21",59
"3rr1k1/p4p1p/4b1p1/1R6/P2bPP2/4B3/4BKPP/2R5 w - - 5 26",219
"3rr1k1/p4p1p/4b1p1/1R6/P3PP2/4b3/4BKPP/3R4 w - - 0 27",124
